question,answer,additional_info,metadata.specialty,metadata.region,metadata.subregion,metadata.diagnosis,metadata.procedure,metadata.specialty_raw,metadata.region_raw,metadata.subregion_raw,metadata.diagnosis_raw,metadata.procedure_raw
How many threads should cross the physis when fixating a SCFE?,5 threads,"Less is associated with slip progression   < 5 threads engaged in epiphysis increases risk of progression of slip >10° (<5 threads 41% progressed, >/= 5 threads 0% progressed)",,global,,,,pediatric,femoralhead,femoralhead,,
How do you confirm that the screw is not in the hip joint when fixating a SCFE?,Approach-Withdraw technique: Hip range of motion on fluoroscopy,,,hip,,,,pediatric,hip,,,scr
"During the treatment of an unstable SCFE with in situ screw fixation your attending slides an instrument along the femoral neck, why?",Capsulotomy,Decompression of the casule theoretically dereases the risk of AVN,,hip,,,,pediatric,femoralneck,femoralneck,,scr
When is prophylactic fixation of the contralateral hip considered for SCFE patients?,1) Patients with endocrine abnormalities 2) Age <10 years old 3) Contralateral hip pain,,,hip,,,,pediatric,femoralhead,femoralhead,,
What are the Kocher criteria?,Set values to help distinguish between transient synovitis and septic arthritis,-Inability to bear weight -Serum WBC > 12 k -ESR > 40 -Temperature > 101.3°F,,knee,,,,pediatric,knee,,septic arthritis,
What is the probability of septic arthritis with a Kocher score of 0-4?,0: <1% 1: 3% 2: 40% 3: 93% 4: >99%,CRP>20 mg/l,,knee,,,,pediatric,knee,,septic arthritis,
What is the diagnostic study of choice to rule out a septic hip?,Ultrasound + aspiration,,,hip,,,,pediatric,hip,,,
What position is the hip generally held in if septic?,"Flexion, Abduction, External Rotation (FABER)",This position allows for the greatest volume within the hip capsule,,hip,,,,pediatric,hip,,,
How is transient synovitis treated?,Anti-inflammatory medications,,,hip,,,,pediatric,hip,,,
What is the classification for pediatric femoral neck fractures?,Delbet,Type I: Transphyseal Type II: Transcervical Type III: Cervicotrochanteric/Basicervical Type IV: Intertrochanteric,,cervical spine,,,,pediatric,femoralneck,femoralneck,,
What are the different treatment modalities (7) for fixing pediatric femoral shaft fractures?,Pavlik harness Spica cast Flexible IM nail Rigid IM nail ORIF Submuscular plate External fixator,,,thigh,femoral shaft,,orif,pediatric,femoralshaft,femoralshaft,femoral shaft fracture,
What is the treatment of choice for patients with femoral shaft fractures who are <6 months of age?,Pavlik harness,,,thigh,femoral shaft,,,pediatric,femoralshaft,femoralshaft,femoral shaft fracture,
What are the two most common treatment modalities for femoral shaft fractures in patients who are 6 months to 5 years of age?,Spica casting Flexible nails,,,thigh,femoral shaft,,,pediatric,femoralshaft,femoralshaft,femoral shaft fracture,
What are the contraindications (3) for using flexible nails to treat pediatric femoral shaft fractures?,Length unstable fractures Weight >50 kg age >11 years old,,,thigh,femoral shaft,,,pediatric,femoralshaft,femoralshaft,femoral shaft fracture,
What is the recommended flexible nail size compared to canal diameter?,"Goal is 80% canal fill, 40% from each nail",Note: Nails should be the same size,,thigh,femoral shaft,,,pediatric,femoralshaft,femoralshaft,,
What starting point should be used for rigid intramedually nails when treating pediatric femoral shaft fractures?,Lateral trochanteric starting point,,,thigh,femoral shaft,,,pediatric,femoralshaft,femoralshaft,femoral shaft fracture,
Why is the lateral trochanteric starting point recommended for rigid intramedullary when treating pediatric femoral shaft fractures?,Increased AVN risk with more medial starting points due to injury to the medial femoral circumflex artery,,,thigh,femoral shaft,,,pediatric,femoralshaft,femoralshaft,femoral shaft fracture,
"What is the reported rate of AVN with the piriformis, greater trochanter, and lateral entry starting points when using rigid intramedually nail to treat pediatric femoral shaft fracutres?",Piriformis: 2.0% Greater trochanter: 1.4% Lateral entry: 0.0%,,,thigh,femoral shaft,,,pediatric,femoralshaft,femoralshaft,,
"Generally, half of the final leg length occurs at what age?",Girls: 3 y/o Boys: 4 y/o,,,thigh,femoral shaft,,,pediatric,femoralshaft,femoralshaft,,
What radiographs should be obtained when evaluating a patient with LLD?,Full length Standing radiograph Bilateral lower extremities,,,global,,,,pediatric,bilaterallowerextremities,bilaterallowerextremities,,
What is the first line of treatment for patients with LLD of <2 cm?,Shoe lift,,,foot,,,,pediatric,foot,,,
What are the two treatment categories for patients with LLD of 2-5 cm?,Shortening the long side - epiphysiodesis Lengthening the short side - distraction osteogenesis,,,thigh,femoral shaft,,,pediatric,femoralshaft,femoralshaft,,
What two categories of implants can be used for limb lengthening?,Circular external fixator Intramedullary nail,,,thigh,femoral shaft,,external fixation,pediatric,femoralshaft,femoralshaft,,
How fast are you able to lengthen an extremity during the distraction phase?,Up to 1mm/day,,,thigh,femoral shaft,,,pediatric,femoralshaft,femoralshaft,,
What is the name given to the new bone that is formed during LLD distraction?,Regenerate,,,thigh,femoral shaft,,,pediatric,femoralshaft,femoralshaft,,
What is Blount's disease?,Abnormal development of the proximal posteromedial tibial physis,,,leg,,,,pediatric,tibialplateau,tibialplateau,,
What coronal plane deformity is seen with Blount's disease?,Genu varum,,,knee,,,,pediatric,knee,,,
What are the two types of Blount's disease?,"Infantile (early onset): 0-3 years old, more common, more severe Adolescent (late onset): >10 years old",,,leg,tibial shaft,,,pediatric,tibialshaft,tibialshaft,,
What radiographic finding is seen with early onset Blount's disease?,Medial metaphyseal beaking,,,leg,,,,pediatric,proximaltibia,proximaltibia,,
What is Drennan's angle and how do you measure it?,Metaphyseal-diaphyseal angle,Angle created by a line perpendicular to the long axis of the tibia and another line connecting the metaphyseal beak,,leg,,,,pediatric,metaphyseal-diaphyseal angle,metaphyseal-diaphyseal angle,,
What Drennan's angle is considered pathologic?,>16°,,,shoulder,,,,pediatric,proximalhumerus,proximalhumerus,,
What physical exam finding is indicative of a pathologic process rather than physiologic genu varum?,Varus thrust with ambulation indicating lateral collateral ligament insufficiency,,,knee,,,,pediatric,knee,,,
What deformity may be seen in the distal femur in patients with Blount's?,Compensatory valgus,,,thigh,,,,pediatric,distalfemur,distalfemur,,
What fracture in kids is the equivalent to an ACL rupture in an adult?,Tibial spine fracture,,,spine,,,,pediatric,tibialspine,tibialspine,,
What is the classification for tibial spine fractures?,Meyers and McKeever Classification,"Type I: Nondisplaced Type II: Anterior displacement, intact posterior hinge Type III: Completely displaced Type IV: Displaced and comminuted",,spine,,,,pediatric,tibialspine,tibialspine,,
What two structures commonly block the reduction of a tibial spine fracture?,Anterior horn of the medial meniscus Intermeniscal ligament,,,spine,,,,pediatric,tibialspine,tibialspine,,
What are the classifications (2) for tibial tubercle fractures?,Ogden Classification Pandya Classification,Ogden -Type I: Anterior fracture through tubercle apophysis -Type II: Through apophysis extending between apophysis and epiphysis -Type III: Through apophysis and epiphysis -Type IV: Extends across the entire proximal tibial physis -Type V: Periosteal sleeve avulsion   Pandya -Type A: Tubercle youth - ossified at tip -Type B: Physeal - epiphysis and tibial tubercle fracture as a unit off of the metaphysis; extra-articular -Type C: Intra-articular -Type D: Tubercle Teen - fracture to the distal aspect of the tubercle,,leg,,,,pediatric,tibialtubercle,tibialtubercle,,
What devastating complication can occur following tibial tubercle fractures?,Compartment syndrome,,,leg,,,,pediatric,tibialtubercle,tibialtubercle,compartment syndrome,
Which Pandya type fracture has the highest risk of compartment syndrome?,Type B,Pandya Classification -Type A: Tubercle youth - ossified at tip -Type B: Physeal - epiphysis and tibial tubercle fracture as a unit off of the metaphysis; extra-articular -Type C: Intra-articular -Type D: Tubercle Teen - fracture to the distal aspect of the tubercle,,forearm,,,,pediatric,forearm,,compartment syndrome,
What artery is thought to be responsible for compartment syndrome following tibial tubercle fractures?,Recurrent anterior tibial artery,,,leg,,,,pediatric,tibialtubercle,tibialtubercle,compartment syndrome,
What deformity results from growth arrest of the tibial tubercle?,Recurvatum,,,leg,,,,pediatric,tibialtubercle,tibialtubercle,,
What is Cozen's phenomenon?,Development of a late valgus deformity following proximal tibial metaphyseal fracture,,,leg,,,,pediatric,proximaltibia,proximaltibia,,
What types of tibial bowing are present in the pediatric population?,Anterolateral Anteromedial Posteromedial,,,leg,tibial shaft,,,pediatric,tibialshaft,tibialshaft,,
"Based on x-ray, how do you name tibial bowing?",Named for the apex of the bow,,,leg,tibial shaft,,,pediatric,tibialshaft,tibialshaft,,
"""What conditions/characteristics are associated with each type of tibial bowing?","Anterolateral (""""Bad Bowing""""): Neurofibromatosis Type I, pseudoarthrosis Anteromedial: Fibular hemimelia Posteromedial (""""Good Bowing""""): Physiologic, calcaneovalgus foot, leg length discrepancy""",Remember: PosteroMedial = Probably Mild   Fibular hemimelia: Born without femur,,leg,tibial shaft,,,pediatric,tibialshaft,tibialshaft,,scr
What is the classification system for pediatric ankle fractures?,Dias and Tachdjian,"Supination Inversion: SH 1 fibula, SH 4 tibia Supination Plantarflexion: SH 2 posterior tibia Supination-External Rotation: Metaphyseal tibia and fibula Pronation/Eversion-External Rotation: Suprasyndesmotic fibula fracture, SH 2 tibia",,ankle,,,,pediatric,lowerextremity::lowerextremityankle,lowerextremity::lowerextremityankle,,
What is a Tillaux fracture?,SH 3 of the anterolateral distal tibia,,,ankle,,,,pediatric,lowerextremity::lowerextremityankle,lowerextremity::lowerextremityankle,,
What ligamentous structure is attached to the Tillaux fragment?,Anterior Inferior Tibiofibular Ligament,,,ankle,,,,pediatric,lowerextremity::lowerextremityankle,lowerextremity::lowerextremityankle,,
Why does the Tillaux fracture occur in the location that it does?,Last portion of the distal tibial physis to close,Remember: closes central to medial to lateral!,,hip,,,,pediatric,lowerextremity::lowerextremityankle,lowerextremity::lowerextremityankle,,
What is the reduction maneuver for a Tillaux fragment?,Plantarflexion and internal rotation,,,ankle,,,,pediatric,lowerextremity::lowerextremityankle,lowerextremity::lowerextremityankle,,
What is a triplane fracture?,"Complex SH IV injury with fractures in three planes (axial, coronal, sagittal)",,,ankle,,,,pediatric,lowerextremity::lowerextremityankle,lowerextremity::lowerextremityankle,,
"With a triplane fracture, what fracture patterns are seen on the AP and lateral x-rays?",AP: SH III (sagittal plane) Lateral: SH II (coronal plane),,,ankle,,,,pediatric,lowerextremity::lowerextremityankle,lowerextremity::lowerextremityankle,,
What type of mechanism typically leads to Triplane and Tillaux fractures?,External rotation force,,,ankle,,,,pediatric,lowerextremity::lowerextremityankle,lowerextremity::lowerextremityankle,,
What is the largest sesamoid bone in the body?,Patella,,,knee,,,,lowerextremity,lowerextremity::knee,lowerextremity::knee,,
The predominant blood supply to the patella enters the bone from which anatomic direction?,Inferomedial patella,,,knee,,,,lowerextremity,lowerextremity::knee,lowerextremity::knee,,
Which patellar facet is larger?,Lateral,,,knee,,,,lowerextremity,lowerextremity::knee,lowerextremity::knee,,
A Baker's cyst most commonly occurs between which two muscles?,Medial head of the Gastrocnemius Semimembranosus,,,knee,,,,lowerextremity,lowerextremity::knee,lowerextremity::knee,,
"""Which meniscus is """"C-shaped"""" and which is circular?","Medial meniscus - C shaped Lateral meniscus - circular""",,,knee,,,,lowerextremity,lowerextremity::knee,lowerextremity::knee,,
What are the vascular zones of the meniscus from peripheral to central?,Red-Red Red-White White-White,,,knee,,,,lowerextremity,lowerextremity::knee,lowerextremity::knee,,
Which group of ligaments connect the meniscus to the tibial plateau?,Coronary ligaments,,,knee,,,,lowerextremity,lowerextremity::knee,lowerextremity::knee,,
Which group of ligaments connect the lateral meniscus to the PCL?,Meniscofemoral ligaments,,,knee,,,,lowerextremity,lowerextremity::knee,lowerextremity::knee,,
