question,answer,additional_info,metadata.specialty,metadata.specialty2,metadata.region,metadata.subregion,metadata.diagnosis1,metadata.diagnosis2,metadata.procedure,metadata.procedure2,metadata.procedure3,,
The popliteal artery is located most closely to bone on which side of the knee?,Laterally,,sports,,knee,,,,,,,,
Where are the medial and lateral geniculate arteries located?,Medial geniculate: Medial tibial metaphysis Lateral geniculate: Just lateral to the lateral meniscus,Main source of bleeding with deep resection of lateral meniscus,sports,,knee,,,,,,,,
"When removing the medial meniscus, what structure may be injured with too deep of a resection?",Superficial MCL,,sports,,knee,,,,,,,,
Which four muscles make up the quadriceps tendon?,Rectus femoris Vastus lateralis Vastus medialis Vastus intermedius,,sports,,knee,,,,,,,,
What is the innervation of the quadricep muscles?,Femoral nerve,,sports,,knee,,,,,,,,
Numbness on the distal lateral portion of the knee following TKA is caused by injury to what cutaneous nerve?,Infrapatellar branch of the saphenous nerve,Most common postoperative neuroma following TKA,recon,,knee,,,,tka,,,,
What surgical fixation methods (5) may be used to treat patella fractures?,Suture tension banding K-wires Cerclage wires Plate and screws Screws alone,,trauma,,knee,patella,patella_fx,,patella_orif,,,,
Which treatment option may be considered in distal or proximal patellar pole fractures?,Partial patellectomy,,trauma,,knee,patella,patella_fx,,patellectomy,patella_orif,,,
Which patellar fracture pattern is typically amenable to nonoperative management?,Vertical fractures,,trauma,,knee,patella,patella_fx,,,,,,
What must remain intact in order to treat a patella fracture nonoperatively?,Extensor mechanism,,trauma,,knee,patella,patella_fx,,,,,,
What structure may allow for the ability to perform a straight leg raise despite a patella fracture?,Intact patella retinaculum,,trauma,,knee,patella,patella_fx,,,,,,
"If a complete patellectomy is performed, how much quadriceps strength is lost?",50%,,trauma,,knee,patella,,,patellectomy,,,,
What is the classification for knee dislocations?,Schenck Classification,"KD 1: (1 ligament) ACL or PCL disruption   KD 2: (2 ligaments) ACL and PCL disruption   KD 3: (3 ligaments) ACL, PCL, and posteromedial corner (PMC) or posterolateral corner (PLC) disruption KD3M --> ACL, PCL, PLC, MCL KD3L --> ACL, PCL, PLC, LCL   KD 4: (4 ligaments) ACL, PCL, PMC, PLC   KD 5: Multi-ligamentous knee injury with periarticular fracture",trauma,,knee,,knee_dislocation,,,,,,
Knee dislocations occur most commonly in which direction?,Tibia anterior,,trauma,,knee,,knee_dislocation,,,,,,
What percentage of knee dislocations reduce spontaneously in the field?,50%,,trauma,,knee,,knee_dislocation,,,,,,
What associated injury must be evaluated immediately following reduction of a knee dislocation?,Popliteal artery injury,,trauma,,knee,,knee_dislocation,,,,,,
What percentage of knee dislocations have an associated popliteal artery injury?,20-40%,,trauma,,knee,,knee_dislocation,,,,,,
Why is the popliteal artery susceptible to injury following knee dislocations?,Tethered proximally at the popliteal hiatus and distally at the soleus arch,,trauma,,knee,,knee_dislocation,,,,,,
What type of popliteal artery injury is associated with an anterior knee dislocation?,Intimal tear,,trauma,,knee,,knee_dislocation,,,,,,
What type of popliteal artery injury is associated with a posterior knee dislocation?,Transection,,trauma,,knee,,knee_dislocation,,,,,,
Which nerve is most commonly injured with a knee dislocation?,Common peroneal nerve,,trauma,,knee,,knee_dislocation,,,,,,
What is a Dimple Sign?,Dimpling of the skin secondary to button-holing of the medial femoral condyle through the medial joint capsule,This suggests an irreducible knee dislocation,trauma,,knee,,knee_dislocation,,,,,,
What is the classification for tibial plateau fractures?,Schatzker Classification,Type I: Lateral split Type II: Lateral split with depression Type III: Lateral depression only Type IV: Medial split Type V: Bicondylar Type VI: Metaphyseal-diaphyseal dissociation,trauma,,knee,tibial_plateau,tibial_plateau_fx,,,,,,
What alternative classification to Schatzker may be used for tibial plateau fractures?,Hohl and Moore Classification,Type I: Coronal split Type II: Entire condyle Type III: Lateral plateau rim avulsion Type IV: Rim compression Type V: 4-part fractures,trauma,,knee,tibial_plateau,tibial_plateau_fx,,,,,,
What intraarticular injury commonly occurs with a Schatzker Type II tibial plateau fracture?,Lateral meniscus tear,,trauma,,knee,tibial_plateau,tibial_plateau_fx,,,,,,
"Which Schatzker classification is said to be a """"knee dislocation"""" equivalent?",Type IV,,trauma,,knee,tibial_plateau,tibial_plateau_fx,,,,,,
"With a Schatzker Type IV tibial plateau fracture, you should have a high suspicion for injury to which structure?",Popliteal artery,,trauma,,knee,tibial_plateau,tibial_plateau_fx,,,,,,
"Following a tibial plateau fracture, if a difference in palpable popliteal pulse strength is noted, what test should be performed?",Ankle Branchial Index,Normal is >0.9,trauma,,knee,tibial_plateau,tibial_plateau_fx,,,,,,
Which types of tibial plateau fractures have a high association with compartment syndrome?,Schatzker Type V and VI,,trauma,,knee,tibial_plateau,tibial_plateau_fx,,,,,,
What are the operative indications (5) for a tibial plateau fracture?,Articular step-off >3 mm Condylar widening >5 mm All bicondylar and medial plateau fractures Open fractures Varus/valgus instability,Articular step off is controversial. Similar clinical outcomes with nonoperative management are seen with up to 8 mm of step-off.,trauma,,knee,tibial_plateau,tibial_plateau_fx,,,,,,
"In a tibial plateau fracture requiring external fixation, should a CT scan be performed before or after fixator application?",After,This allows for better surgical planning once the fracture is pulled out to length due to ligamentoaxis,trauma,,knee,tibial_plateau,tibial_plateau_fx,,tibial_plateau_external_fixation,,,,
"During ORIF of a tibial plateau fracture, what is commonly used to fill a metaphyseal void?",Calcium phosphate,Highest compressive strength of all substitutes,trauma,,knee,tibial_plateau,tibial_plateau_fx,,tibial_plateau_orif,,,,
What substitute for calcium phosphate has a high rate of subsidence and drainage if used to fill a metaphyseal void?,Calcium sulfate,,trauma,,knee,,,,,,,,
Resoration of which factors (3) are critical following ORIF of tibial plateau fractures?,Length Mechanical alignment Rotation,,trauma,,knee,tibial_plateau,tibial_plateau_fx,,tibial_plateau_orif,,,,
What is the most common complication following tibial plateau fractures?,Post-traumatic arthritis,,trauma,,knee,tibial_plateau,tibial_plateau_fx,,tibial_plateau_orif,,,,
Are males or females more susceptible to ACL tears?,Females,*The biggest contributor is differences in neuromuscular coordination/training,sports,,knee,acl,acl_injury,,,,,,
What are some of the theories (4) as to why ACL injuries are more common in females?,Altered landing biomechanics Increased valgus alignment of the knee Narrower femoral notch Differing hormone receptors and sequence of neuromuscular firing,,sports,,knee,acl,acl_injury,,,,,,
What are three elements of a subjective history that suggest an ACL injury?,"Non-contact twisting mechanism Audible """"pop"""" Immediate swelling (hemarthrosis)""",,sports,,knee,acl,acl_injury,,,,,,
What are the three physical exam tests for diagnosing ACL ruptures?,Anterior drawer Lachman's Pivot shift,,sports,,knee,acl,acl_injury,,,,,,
How is a pivot shift test performed?,With constant valgus and internal rotation force Leg moved from extension into flexion,"Positive with reduction of the tibia, typically occuring around 30° of flexion",sports,,knee,acl,acl_injury,,,,,,
What is the most sensitive physical exam test for an ACL rupture?,Lachman's,,sports,,knee,acl,acl_injury,,,,,,
What is the most specific physical exam test for an ACL rupture?,Pivot shift,,sports,,knee,acl,acl_injury,,,,,,
The anterior drawer primarily tests which bundle of the ACL?,Anteromedial,,sports,,knee,acl,acl_injury,,,,,,
The pivot shift primarily tests which bundle of the ACL?,Posterolateral,,sports,,knee,acl,acl_injury,,,,,,
A Segond fracture occurs following avulsion of which ligament?,Anterolateral ligament (ALL),Seen as an avulsion fracture of the proximal lateral aspect of the tibia and pathognomonic for an ACL tear,sports,,knee,acl,acl_injury,,,,,,
What is the typical pattern of bone bruising seen on MRI following an ACL tear?,Anterior or middle 1/3 of the lateral femoral condyle Posterior 1/3 of the lateral tibial plateau,,sports,,knee,acl,acl_injury,,,,,,
Are medial or lateral meniscus tears more common with acute ACL injuries?,Lateral,"Orthobullets: lateral meniscal tears in 54% of acute ACL tears, medial in chronic cases",sports,,knee,acl,acl_injury,,,,,,
What are the two most commonly used grafts for ACL reconstruction?,Bone-Patellar Tendon-Bone (BTB) Quadruple hamstring (Gracilis and Semitendinosus),,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
What is the benefit of using a BTB graft for ACL reconstruction?,Bone to bone healing,,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
What is the drawback of using a BTB graft for ACL reconstruction?,Increased anterior knee pain,,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
What is the benefit of using a quadrable hamstring graft for ACL reconstruction?,Graft has the highest load to failure,,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
What are the drawbacks (4) of using a quadrable hamstring graft for ACL reconstruction?,Theoretical risk of hamstring weakness with autograft Stretching of the graft Tunnel widening Slower healing,,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
What is the most common cause of ACL reconstruction failure?,Tunnel malpositioning,,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
How is the femoral tunnel most commonly malpositioned during ACL reconstruction?,Too anterior,Example is in red,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
Where should the femoral tunnel be positioned during ACL reconstruction?,9-10 O'clock position 6-8 mm from posterior cortex,Leaves 1-2 mm of cortical margin,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
What landmarks (3) may be used for placement of the tibial tunnel during ACL reconstruction?,1 cm anterior to the PCL Slightly anterior to the medial tibial eminence In line with the posterior border of the anterior horn of the lateral meniscus,,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
The knee should be held in what position when tensioning an ACL graft?,Approximately 20° of flexion with a reverse Lachman motion,The all inside technique tensions the graft with the knee in full extension,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
What complication occurs if the tibial tunnel is positioned too anteriorly?,Graft impingement in extension,,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
What complication occurs if the tibial tunnel is positioned too posteriorly?,Graft impingement with PCL,,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
"During ACL reconstruction, what complication occurs if the femoral tunnel is positioned too anteriorly?",Knee will be tight in flexion and loose in extension,,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
What complication occurs if the femoral tunnel is positioned too posteriorly?,Knee will be loose in flexion and tight in extension,,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
What is a cyclops lesion?,Localized fibrosis of the native ACL stump following reconstruction,,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
"What commonly associated injury, if missed, may compromise ACL reconstruction?",Posterolateral corner injury,These should be repaired simultaneously or staged with the PLC reconstruction performed first,sports,,knee,acl,acl_injury,,acl_reconstruction,,,,
How are collateral ligament injuries graded?,Grade I: Stretch injury Grade II: Partial tear Grade III: Complete tear,,sports,,knee,,,,,,,,
What is the eponym for a calcified MCL?,Pellegrini-Stieda lesion,,sports,,knee,,pellegrini-stieda_lesion,,,,,,
What does the presence of a Pellerini-Stieda lesion suggest?,Chronic MCL injury or insufficiency,,sports,,knee,,pellegrini-stieda_lesion,,,,,,
Where do MCL injuries typically occur?,Femoral origin,,sports,,knee,,mcl_injury,,,,,,
"When explicitly testing the integrity of the MCL or LCL, the knee should be held in what position?",30° of flexion,,sports,,knee,,,,,,,,
What does knee varus or valgus laxity in full extension suggest?,Combined collateral and cruciate and/or capsular injury,,sports,,knee,,,,,,,,
What does the dial test assess?,Posterolateral corner (PLC) injury,Positive test if the injured leg externally rotates more than 10° compared to contralateral uninjured side (in either knee flex 30° or knee flex 90° position),sports,,knee,,plc_injury,,,,,,
How do you perform the dial test?,Place the patient prone Externally rotate tibias with knees flexed to 30° Repeat - externally rotate tibia with knees flexed to 90°  Compare injured and contralateral sides,Positive test if injured tibia externally rotates > 10° compared to uninjured side,sports,,knee,,plc_injury,,,,,,
Asymmetry of >10° with the dial test at 30° knee flexion indicates what?,Isolated PLC injury,,sports,,knee,,plc_injury,,,,,,
Asymmetry of >10° with the dial test at 90° knee flexion indicates what?,Combined PLC and PCL injury,,sports,,knee,,plc_injury,,,,,,
Are medial or lateral meniscus tears more common?,Medial,Medial = Most common,sports,,knee,meniscus,meniscus_injury,,,,,,
What symptoms are suggestive of a meniscus tear?,Mechanical symptoms,"Example: Locking, clicking, catching, popping",sports,,knee,meniscus,meniscus_injury,,,,,,
