What are osteoblasts derived from?	Undifferentiated mesenchymal stem cells	
What is spondylolisthesis? Where is it most commonly seen?	Foward slippage of the proximal vertebra on the distal vertebra   Most common at L5-S1	
What is the slip angle?	Most important determinant for nonunion and pain in spondylolisthesis   Measured from bottom end plate of L5 and a perpendicular to the line on the posterior sacrum   Angle greater than 45-50 degrees associated with greater risk of slip progression, instability, and development of postoperative pseudarthrosis	
What is the most common neurologic complication in the surgical treatment of high-grade spondylolisthesis?	L5 root injury	
What is cerebral palsy? It is classified on the basis of what (3)?	Nonprogressive neuromuscular disorder, onset before age 2, results from injury to immature brain   Classified on basis of: --Physiology (according to the movement disorder--spastic, athetosis, ataxia, mixed) --Anatomy (according to geographic distribution--hemiplegia, diplegia) --Function (gross motor and functional classification system; GMFCS)	
Describe the gross motor and functional classification system (GMFCS) in cerebral palsy.	Functional description of CP	
The anatomic classification of cerebral palsy is divided into what 3 types?	Hemiplegia: one side of body, both upper and lower extremities   Diplegia: low half involved more than upper half   Quadriplegia: both sides, both halves	
What physical exam findings in cerebral palsy are predictive that a child will be unable to walk?	Persistence of primitive reflexes--presence of 2 or more usually means the child will be unable to walk   2 commonly tested: --Moro startle reflex: normally disappears by age 6 months --Parachute reflex: normally disappears by age 12 months	
In cerebral palsy, the ability to do what is highly prognostic of walking?	The ability to sit	
What drug can be used in cerebral palsy to temporarily reduce dynamic spasticity? How does it work?	Intramuscular botulinum A toxin   Blocks presynaptic release of acetylcholine at the neuromuscular junction	
What is dorsal rhizotomy? Who is it used to treat and when?	Selective dorsal root rhizotomy is a neurosurgical procedure designed to decrease lower extremity spasticity (selectively destroys problematic nerve roots in the spinal cord)   Performed primarily in cerebral palsy ambulatory patients, age 4-8, with spastic diplegia   Reduces spasticity and complements orthopaedic management	
What drug is used to control overall tone in cerebral palsy? How does it work?	Baclofen   inhibits signals through the GABA pathway	
In what age range should surgery be avoided in cerebral palsy?	The first 3 years of life	
Children with which form of cerebral palsy have greatest risk for scoliosis? What are the surgical indications (3)?	Highest risk in children with total body involvement (spastic quadriplegic)   Surgical indications: --curves greater than 45-50 degrees --Worsening pelvic obliquity --Wheel chair seating problems   Pelvic obliquity:	
What is a common hip problem in cerebral palsy?	Hip subluxation and dislocation   In many children it is asymptomatic	
What are the 4 stages of hip subluxation/dislocation and their treatments in cerebral palsy?	1) Hip at risk: significant adduction and flexion contractures but minimal subluxation --Perform adductor and psoas release before the child is 5 years of age   2) Hip subluxation --Perform adductor tenotomy in children with abduction of less than 20 degrees, sometimes psoas release/recession --Femoral or pelvic osteotomys may be considered in femoral coxa valga and acetabular dysplasia   3) Spastic dislocation: may benefit from ... --Femur: open reduction and femoral shortening, varus derotation osteotomy --Pelvis: Dega osteotomy, triple osteotomy, or Chiari osteotomy --Addressing both hips can prevent dislocation of the opposite hip   4) Windswept hips: abduction of one hip and adduction of contralateral hip --Bilateral femoral osteotomies to more varus positioning can assist with maintaining reduction	
Equinovarus foot is more common in what form of cerebral palsy? What causes it?	spastic hemiplegia   Caused by overpull of either the posterior or anterior tibialis tendon	
In the equinovarus foot in cerebral palsy, when are split-muscle transfers helpful?	When the affected muscle is spastic during both the stance and swing phases of the gait.	
In the equinovarus foot of cerebral palsy, what is involved in split-posterior tibialis transfer? When is it used?	Rerouting half of the tendon dorsally to the peroneus brevis   Used in cases of spasticity of the muscle, flexible varus foot, and weak peroneal muscles	
What is arthrogryposis?	a.k.a arthrogryposis multiplex congenita, or amyoplasia   A nonprogressive disorder with multiple joints that are congenitally rigid	
In arthrogryposis, what procedure is performed to achieve active elbow flexion?	anterior triceps transfer and posterior soft tissue release	
In arthrogryposis, what surgery is performed for unilateral hip dislocation?	medial open reduction with possible femoral shortening	
In arthrogryposis, what is the treatment of bilateral hip dislocation?	typically left unreduced because ambulation is often preserved	
In arthrogryposis, what is the treatment of knee contractures?	early (age 6-9 months) soft tissue releases (especially hamstrings)   To maintain reduction, knee contractures should be corrected before hip reduction	
In arthrogryposis, what is the treatment of clubfoot and vertical talus? What is the goal?	Initially treated with soft tissue release, but later recurrences may necessitate bone procedures (talectomy)   Goal is for the foot to be stiff and plantigrade to wear shoes and possibly ambulate	
What is myelodysplasia? What are the classifications (4)?	Spina bifida. A spectrum of disorders caused by incomplete spinal cord closure or rupture of the developing cord secondary to hydrocephalus.   Spina bifida occulta: defect in vertebral arch, with confided cord and meninges   Meningocele: sac without neural elements protruding through the defect   Myelomeningocele: sac with neural elements protruding through the skin   Rachischisis: neural elements exposed, no covering	
How can myelodysplasia be diagnosed in utero? What is it related to?	increased levels of alpha-fetoprotein   related to folate deficiency	
Myelodysplasia level is based on what? Which level is key for independent community ambulation?	Level based on lowest functional level   L4 is key because the quadriceps can function, allowing independent community ambulation	
Describe myelodysplasia levels (L1 to S1) in regards to the: --Hip --Knee --Feet --Orthosis --Extent of ambulation		
In myelodysplasia fractures are common. Where do they most often occur? How do they commonly present? What are they commonly misdiagnosed as?	Fractures occur most often about the knee and hip in children 3-7 years   Frequently diagnosed only by noting redness, warmth, and swelling that is caused by pain insensitivity.   Commonly misdiagnosed as infection	
An environment free of what allergen is required in spina bifida?	A latex-free environment   A significant proportion of patients have a serious latex allergy	
In myelodysplasia, when is containment of hip dislocation considered essential?	Only in patients with functioning quadriceps   redislocation may occur regardless of treatment type	
In thoracic-level myelomeningocele what is the management principle of hip dislocations?	Functional outcome is independent of whether the hips are located or dislocated.   Management should focus on limiting of soft tissue contractures.	
What is the most common foot and ankle deformity in myelodysplasia? How is it treated?	Calcaneal deformity   Treat with tibialis anterior transfer to the calcaneus	
